GUID,",","Series/Group              ,","Slate Start ,","Slate End   ,","Writing Types,",Recorded/Digital,,,",",format of most of the information,",",Anything moving on screen during slate?,
cpb-aacip-41-407wm78w,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-407wmd3q,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-407wmdc7,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-407wmkwv,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-40ksn6r8,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-40ksnhhb,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-40xpp0vs,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-40xpp0wg,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-40xpp1kx,",","Art's the Thing           ,",",",",",",",,,,",",,",",,
cpb-aacip-41-418kpwqb,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-418kpwtd,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-418kq2t9,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-41mgqsp2,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-41mgqsrf,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-41mgqz50,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-41mgr64h,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-41zcrp7h,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-41zcrpbk,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-41zcrpc8,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-41zcrv7s,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4298sk84,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4298skfk,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4298skg8,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4298skhz,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4298sqmn,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4298sxrb,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-42n5tg7v,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-42n5tgd9,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-42n5tvqq,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-42n5tvs3,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4302vc2b,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4302vc31,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4302vc4q,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4302vh83,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4302vq7b,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-439zw7rb,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-439zw7w3,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-43nvx507,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-440rz1fg,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-440rz1p9,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-440rz1q0,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-44pk0t74,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-44pk0zn1,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-451g1q6c,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-451g1q8r,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-451g1q9f,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-451g1vxg,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-45cc2rqr,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-45q83grk,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-46254d1p,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-46254d32,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-46d25cvz,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-46qz65fk,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-46qz65g8,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-46qz65jn,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-46qz65q3,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-46qz69zj,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-46qz6kx3,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-472v72dt,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-472v72fh,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-472v7gdp,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-472v7gg2,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-472v7gx1,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-47dr7z3d,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-47dr7zg0,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-47dr7zhp,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-47rn8v1f,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-47rn8v3t,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-47rn8v4h,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-47rn8v56,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-47rn8v6w,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-47rn901p,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-47rn90d8,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-483j9r3r,",","Art's the Thing           ,",",",",",",",,,,",",,",",,
cpb-aacip-41-483j9x5d,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-48ffbn2g,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-48ffbt0c,",","Art's the Thing           ,",",",",",",",,,,",",,",",,
cpb-aacip-41-48ffbvv8,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-48sbcx6v,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4947ddpk,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4947ddtb,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4947ddz3,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4947df0f,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4947df14,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4947djzq,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-4947dtx8,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-49g4f98q,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-49g4f9j7,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-49g4f9mm,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-49g4fnv0,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-49g4fnz2,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-49t1g67f,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-49t1g6c6,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-49t1gdfh,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-49t1gkq9,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-49t1gktc,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-504xh32p,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-504xh36f,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-504xh374,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-504xh39h,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-504xh3cw,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-504xh818,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-504xhh8p,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-50gtj06v,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-50gtjcfw,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-50tqjw0h,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-50tqk398,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-50tqk7c8,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-50tqk7dz,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-515mkrv1,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-515mkrwq,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-51hhmns2,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-51hhmnvf,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-51hhn2pg,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-51vdnjkb,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-51vdnjm1,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-51vdnq61,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-51vdnqfv,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-5269pfc4,",","Art's the Thing           ,",",",",",",",,,,",",,",",,
cpb-aacip-41-5269pfrq,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-5269psr8,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-52j6qb8g,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-52j6qbd7,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-52j6qbj0,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-52j6qqdf,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-52w3r6z1,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-52w3r72r,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-52w3rcwx,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-52w3rn2m,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-5370s42p,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-5370s46f,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-5370shjj,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-5370shk7,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-5370shmx,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-53wstwrg,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-53wstws5,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-53wstwtv,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-547pvszj,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-547pvt0w,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-547pvt1k,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-547pvz3k,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-54kkwpc7,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-54kkwpjp,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-54kkwpkc,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-54kkwpm2,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-54kkww83,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-54xgxk1r,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-558czftw,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-558czg1p,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-558czv2k,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-558czv38,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-55m90c00,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-55m90c1p,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-55m90h4c,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-55m90j8s,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-55z617z2,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-55z6180d,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-55z61cs7,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-569324kd,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-56932hxh,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-56n03167,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-56n0318m,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-56n031cp,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-56n031f2,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-56n031hf,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-56zw3x9j,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-56zw3xb7,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-579s50gt,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-579s57d1,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-580k6kww,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-58bg7gjd,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-58bg7gtx,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-58bg7gw9,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-58bg7gx0,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-58bg7h01,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-58bg7h2d,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-58bg7kjc,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-58bg7mz9,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-58pc8rqg,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-591898ph,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-591898q6,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-591898rw,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-59189dvk,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-59c5b5hg,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-59c5bbhr,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-59c5bd9x,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-59c5bkck,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-59q2c29r,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-59q2c2g6,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-59q2c7v2,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-59q2c80g,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-59q2cg77,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-601zcxz8,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-601zcz6r,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-601zcz7f,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-601zd3ws,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-60cvdtx0,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-60cvdv1q,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-60cvdv4s,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-60cvdv5g,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-60cvf0qr,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-60cvf23n,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-60cvf792,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-60qrfr0f,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-60qrfr46,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-612ngmnt,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-612ngn0c,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-612ngn12,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-612ngn2r,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-612ngs5f,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-612nh0fh,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-61djhhkv,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-623bkp86,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-623bkp9w,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-62f7m661,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-62f7mj3h,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-62s4n2x8,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-62s4n33c,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-62s4n8sf,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-6341p039,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-6341p072,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-6341p08r,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-6341p73w,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-63fxpvgg,",","Jobman Caravan            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-63fxpvq9,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-63fxq82p,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-63stqrj8,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-63stqs1k,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-63stqz70,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-644qrtnj,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-644qs1j1,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-64gmsjdv,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-64thtdzn,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-655dvb30,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-655dvb5c,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-655dvpsb,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-65h9w6z0,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-65h9w70b,",","Carolina Journal          ,",",",",",",",,,,",",,",",,
cpb-aacip-41-65h9wbrg,",","For the People            ,",",",",",",",,,,",",,",",,
cpb-aacip-41-65v6x3qk,",","Jobman                    ,",",",",",",",,,,",",,",",,
cpb-aacip-41-65v6x844,",","For the People            ,",",",",",",",,,,",",,",",,
